Commit id,Bugzilla bug id
78da3b38a3efed0d10eeaa522e49856e656cac11 ,278474 
8b7503d184ac145dd7f991ba1db9eeaf937520ef ,359629 
9fa1b85f52cbb336c687d69bca1cc6b5df79a354 ,347517 
aba8759e86925436fc90ea23a9b0cf103e670a79 ,387710 
0ca94e6adfe5bce709cddff2967aa7361c7975f9 ,396760 
31e924176171710aae653a1feada92bccde340f8 ,392100 
21b6cf8f686ca97c474670cadb2bc823008b9e22 ,391841 
26fd6044d70b4707e216df451f772b87bb1aaa16 ,376916 
bd607b3176c2fe7bbfec03819b281107924d29e4 ,373178 
5290df68924584a73c127219e05d5f2b6980967d ,371010 
c610b74942840f77737d2b55f7d7abbff6374649 ,358804 
cf28a6582d5c0edfdf5d30db04d90809bb500ac4 ,369598 
26587b02cf7a4de63bf5753bed0b92fea77e60b7 ,364509 
9fa705c22c8d8ca5cfc58ad5e6151c1c045702fb ,368607 
7df3fe7b6ae557b43446abe9f57162fd33d90b12 ,348049 
9479fea452602d66d7ae8cd04571aa9a61c43637 ,162094 
5ad751de55f73ea1dfaad960ded4375d309172e7 ,357052 
ac7a06e198dc92b15c35542295e98ecb79cded7a ,357541 
f0b1de5d28af5237515dfbd599eb707e59c8a81c ,354984 
67dd40d9b2c7014b7609069fbae4bd04755555d7 ,354987 
2c590af8b16ba220171ff901dce75abb470816d1 ,349621 
8b1064d9258e4b33bc66f12b04ae3798afb39376 ,351472 
43b08ed0e17ea4e09f5d641b94ac1726f7f30a61 ,352255 
28c9ee0774a0621fa9860280188e04b0c262b361 ,341027 
5e7a52598197b476bb15a93dce16e4fb31f8c9ae ,345056 
79dade9f303502d2930104b7d46f8db94e25b0b5 ,349771 
6b1259a46e018b8a1558f370b0633cbdb2c12d30 ,349771 
01da4eebcc14ae72b179ffd661684b21043d61b9 ,347032 
f256231506e26b43fb8bce0b7dede1c15eeaabaa ,315184 
1dc07f865cfbb65d8fbe240152bf8eadd09827f4 ,347566 
9220b1c0791cfb2ec6aebb71fca4deae9f2499e2 ,346153 
493b4f4fd62fae3562ab81a95cfb581e8b1edbf9 ,344382 
ebc33e517eec634664268748cfb33376b8ccce02 ,342086 
e3305404b0e7a1782263fde991c15e5930d511b5 ,345056 
8e877e19ee6e1ace0dc3ecea48bdd078b3f8e0c0 ,345056 
9095ef97883e84700d4082448e81b1fdcb91ccd8 ,342367 
5383c55cfba2d0a6658b4747bdc0b6de95620566 ,339470 
fb03d1c1cc5890e91185619f16967bf48aa94590 ,343008 
63fcb8dedf808a15ca1b048ffbe06fd1fdfd89bb ,341886 
d2a3e3bcf6475c9f4699acd766112e623c096e46 ,340097 
af970ec8809f30572de4b72cf05216ff60a9bff4 ,342040 
fafb0cf389c9fbda099822f77d2f8476b3c711ef ,339448 
6dbc983358bfc2414b6b55e150c760529e3a4771 ,339470 
fe1b48c6bce266695c02fbf96d53e3e4537d1c50 ,339448 
15982278a4320a0f147700bc0aa42fbaf4de3bfb ,339791 
bece8c020165c43f1f162f742ce3f44a9ad4f24a ,339635 
0d7cb790bbe9c84e527a2b42d27f5ad91bfac212 ,326432 
8317671f98f763f5f58a8967fc3655ba62ab86d7 ,336655 
dbd9b15556d525f976b917dfa0165c3bddcf9f8d ,338612 
b656b60ca8f911f2082688b308d139ceed4098cb ,333075 
68ba0da528f2d3e147d9e3ab5be68134b8a717c8 ,338286 
a1f1722c8ded9619635a7305ae64cd749a0f1cce ,337908 
9d98e7347b340a4e8a6cce51848d1e94a5f60ab9 ,265348 
34d1539c7ecfccfe487fb03f06417a562b18a776 ,333075 
bac56c40ad2640fee6d88271ad5a7c7b56c0e8bc ,283200 
3561cae0470ab14e72a2b724d6d3799471589030 ,283200 
f8dee3267e924fdc16981a07c3ab5c8b5b4e7e4e ,329164 
869dc1825896469b7c13d35b5fff0482664eff3a ,335272 
6117c69e23b54ea442ce8926016fe779c42209db ,199283 
fe8b49626ff265c88c9db1efb89b39cb3ff002bc ,333779 
5096fb758b45fe270f130147ef29899c1acf1a92 ,333075 
7a6295fff43ec4e3f43eb789e018a23e79861862 ,333779 
c3940148789455062160f9383212a2e8fe606e30 ,333779 
b466791b1196e9d9d4f6b194bfb368cc01703f55 ,333213 
9237abba484af413eba1e2e61b2a2703b8a594a4 ,331626 
d5cd0e13f16f141b2b03c556d177d81f6533e275 ,329164 
2c904c2b86fa9cc89ec094767e6ca3d5bd76a57b ,331248 
a16c9b15d7bf588434cc3dac442ffa6eb355f76e ,331167 
be9f41fd18cd28a5b51f289ceccd3b9eee393d85 ,324349 
5fea9ccdcfb4af9bd35eb20f25f3ca96f63a7f6d ,329163 
537a8bea7c44b938e8c63e6a4e10ec8a15cfcf51 ,320042 
252b3e213687ff5c034f56e4d8cd6e4df4a65a4c ,326216 
88fd6cc30e5a3a5bcda92410de44f0c3b806c8e7 ,325497 
c2a1f13c64e5eed023dfd5e8249aa208e276d450 ,326211 
462eecf56f1f691e2c1ce89b03f8f926266b9990 ,328197 
0bd08b3d85269133c2c429e849545f03bf2fea7e ,263610 
3ff91fdc59ea4e95fefea317b41e9ced71c3ec36 ,315494 
ef9baad3f13d4204099f3082ed2de96261f449fb ,316835 
51ed74b1d2948c5bd75572155a81ccbfbd8fb90d ,314744 
d3cd3daa604495fe6ef165388e3ea122129c52e0 ,322081 
b957bcc81bbe62a9e8c0ff7d26a809f00789d115 ,324571 
e6a6b8e9cbd7188f43e2255458f01f7575dbc63e ,315921 
a4667ad442eb033a78c255c3d3945220e3254ae2 ,322081 
badb236d4e40dca25671a9323b9119771b201fa6 ,323891 
4bc0bf827d2801dc15706cf0887726a3fec4f116 ,322867 
bbf132d8391bd6f51455420635eb659a758f895c ,324007 
410a7a0683bf7534ceb609403193700002874a6b ,323410 
ef89e2ee198ae09aa18ec1a84465d1c530369545 ,322192 
8bc2a0b973f9827c3d0d359e4b47a3a8a4d501bf ,322867 
caf17ea100794f1537c8f8477a54c9fc0c7cf36c ,314744 
1cac174f2f114f795f0158b5e1e4e5f63ced6a28 ,295104 
1d8c910e36fbc9e7454ecd0e86b5b97a52756c6b ,295104 
ececafb3985e8e5593ee18bf856b8fe895097027 ,315921 
08219bd1f8100eb9f9bd9fc5f166393a0346e7d2 ,250257 
f674b391c13f9fa04ce75bbea4e1a12f1133188e ,317682 
d11e35628bcc3f510f82df65556b083ea00b4fc5 ,319397 
df20f4139906cf0ac9f889065916c4fb294e3243 ,306065 
b3abadfe8aed9f9aaa425778acf3f93da45b2635 ,302652 
7b6d0fb3fa1889f0652ce715e31401041f91a396 ,317751 
ddabf27ce8b52f5cf8713a286b05126d141c44e7 ,318954 
6bf6cb9a825bafa45d8b68a0686ed0e67e0bd331 ,317651 
490daae412a4c825142066183330c3bff2f285c8 ,259291 
9008df69b3c956f666c9035f545fb646cb2939c2 ,316832 
9edce57b5f9b92074b26b3c2547d0347089f77b9 ,316166 
a1fea45706d4d70745186859a272fe6c6071d8c2 ,303138 
3bbc3e40982861e531c91b8a73bd392e45139410 ,263528 
9f4d2fe1f8ec2d8b37c0d4266bceba0d1b782839 ,315533 
38c6ec18a019146ab5e33efc46fc58320dd96f99 ,315024 
9cb14cb346ff959392b41537e79080dbba4b5e2d ,315024 
32b488c2c9f9e80682e1010e8fc002af27e70d72 ,311426 
4d032de151b6f4f877201090bb653834ef553ffe ,313712 
cf5bc42c9ac5ccac66a4668d399c3f903cf22e6d ,304910 
cb7262de6016fbdd3cb207937c20da1e32134c37 ,304910 
9c9a8f2b8a4deaefc014675f3371242455db71dc ,310875 
d47d49ea42b64648eb33b0975062ab9a8de09ab8 ,314022 
30c923d06b752430fabcc5d64dc94f5dcca8c2bd ,301870 
